"Comment","Sentiment"
"Committed to 0.20 branch.  @Stack  any chance of some trunk love? :)  If not I will get to it later.","Positive"
"Sorry  I guess I'm against ""never computing this shit""... because you guys think returning NaN is ok. ","Negative"
"Thanks. Moved","Positive"
"Thank you  Gregory  Eugene. Verified on Harmony-r547521-msvc-debug.  ","Positive"
"v4 Patch does not apply snapshot branch ff25969ea0b2ff38cc25512a02569c351e757d66  Looks like this is built upon some of the online snaphots work.  What branch/hash does this go on Matteo?","Neutral"
"You're results are awesome Paul. Great work :) Looking forward to see your new JSON parser in trunk whenever you think is ready.","Positive"
"Attached patch.  I plan to commit in a day or two.","Neutral"
"@Paul. Can we close this?","Neutral"
"Thanks for valuable idea.  I haven't yet decided  the API for this. Once, I decide , I will publish it here . I would consider your valuable suggestion when designing API.  Thanks Indika","Positive"
"S3 would be interesting","Neutral"
"Patch is committed to the trunk. Thanks Niraj.","Positive"
"This was a very bad bug  introduced by me being an idiot.","Negative"
"durrrh  that sucks.","Negative"
"Attached","Neutral"
"The rest are *totally* unrelated.","Negative"
"First draft. Refactor code to prepare for work mentioned above. TestLoadIncrementalHFiles passes.","Neutral"
"Sorry to close this David  but the Messenger component headed over to codehaus where I think it's pretty much dead.","Negative"
"Thanks Koji!","Positive"
"I am sorry if you think this is nit picking but the logged error still refers to plugins.xml but it should not:  {code} LOG.e(TAG, ""ERROR: config.xml is missing.  Add res/xml/plugins.xml to your project.""); {code}","Negative"
"Committed. Thanks Robert!","Positive"
"+1 patch looks good","Positive"
"Closing issue; Oozie 3.3.2 is released","Neutral"
"Thanks Elena.","Positive"
"Sorry about that.","Negative"
"Well  either you query the database every damn time  and your plugin/tool/code will be super slow.","Negative"
"AfterDeploymentValidation#addDeploymentProblem failed. since we have DELTASPIKE-262, we should just enable it again for v0.4.","Neutral"
"patches applied revision 434193","Neutral"
"That sucks  why isn't the escape mechanism working?","Negative"
"Attached patch should apply cleanly to the current trunk. Please review.","Neutral"
"Address the issue of extracting runtime library info from asm module.","Neutral"
"Sorry  I clicked the ""submit"" too quickly  the revision number is r501311.","Negative"
"+1 looks good.","Positive"
"It is good to have the test.","Positive"
"sorry  this bug is *not* fixed.","Negative"
"I am not sure how the build system check for ant tar failed.  It appears to be working from the console output.","Neutral"
"Sorry; I hit close by accident.","Negative"
"Committed.  Thanks for the patch J-D","Positive"
"Committed revision 568039.","Neutral"
"This whole thing is really pretty trivial.","Negative"
"The patch is in: https://git-wip-us.apache.org/repos/asf?p=sqoop.git;a=commit;h=3865f7deec722948a60cc1746e2330bd1c5cb9e4  Thank you Vasanth!  Jarcec","Positive"
"Thanks.","Positive"
"committed  thanks!","Positive"
"Works for me. Thank you Alexei.","Positive"
"OK understood. Can you re-create the patch? It's out of sync with head at the moment.","Neutral"
"Hi Jason! I was thinking one of those parameters was the time the NM should wait before sending the SIGTERM. Alas  I was wrong ContainerLaunch.java:337 sends the SIGTERM pretty much instantly. That is messing me up in MAPREDUCE-4135.  I'm still thinking having a small time delay before sending even the SIGTERM should be good. If we can do it on the NM and not on the RM, I think we might be able to conserve RM resources. ","Neutral"
"+1 patch looks good.  I have committed this.","Positive"
"great idea","Positive"
"Committed 3a with revision 506899.","Neutral"
"{quote} searcher.getAtomicReader().getSortedDocValues(uniqueKey); {quote}  This is a performance killer.","Negative"
"Thanks Bryan for converting these tests.  In using the DERBY-2152 conversion tool  can you double check that it does not omit  the fail assert method after a method call in a try-catch block when the statement is expected to fail.  e.g. instead of  try { s.execute(command); } catch (SQLException e) { assertSQLState(""42502"", e); }   It should be:  try { s.execute(command); fail(""Command expected to fail"" + command); } catch (SQLException e) { assertSQLState(""42502"", e); }  ","Positive"
"Looks good.  Applied  thanks!  http://svn.apache.org/viewvc?rev=606891&view=rev","Positive"
"My bad.","Negative"
"HTML is quite uncomfortable to work with.","Negative"
"I have attached the modifications to the ClientStubWriter.java in wsdl. This modification will solve the problem. But I didn't check further memory leaks with the modifications.","Neutral"
"Fixed. Thanks for report (even if I'm not sure empty password is a good idea :-) ). ","Positive"
"Are you using the latest Agent code? I had verified on with latest kvm agent jar copied to kvm host and tried. It worked without issues. Edision had implemented this with the above commit mentioned. Last Saturday I had verified it and its working . Migrating volume across ZONE/Cluster wide is working perfectly.","Neutral"
"My bad  this is already done.","Negative"
"Sorry...","Negative"
"Committed. Thanks Siying","Positive"
"Enabled garbage collection on transient and durable queue message managers.  Also added a check on capacity limit before removing idle containers.","Neutral"
"Looks good to me Markus. +1","Positive"
"Sorry about the error guys.","Negative"
"Thanks  JinJie!","Positive"
"It seems really confusing.","Negative"
"Committed revision 1517592.","Neutral"
"This is a duplicate of QPID-2488","Neutral"
"I've just committed this. Thanks Eli!","Positive"
"I apologize for taking so long to get to reviewing this.  This has some good elements but also quite a few problems.  Here are a few suggestions.  1. The bindingGBeans do not need to know the name of the gbean they are getting something to bind into jndi from, they need a reference to it.  Similarly they do not need to bind a naming Reference, they can bind the object itself.  For instance, the connector binding gbean can do something like this:  private final ManagedConnectionFactoryWrapper managedConnectionFactoryWrapper; // this is the reference to the gbean that gives us the connection factory to bind  ...  //now it's time to bind the connection factory  Object connectionFactory = managedConnectionFactoryWrapper.$getResource(); globalContext.bind(jndiName, connectionFactory);  This is also going to affect how the builders set up the binding gbeans: they know the name of the appropriate gbean such as managedConnectionFactoryWrapper, since they just created it, so they need to use that name to set the reference pattern in the binding gbean.  The binding gbean will then get (a proxy to) the ""real"" gbean that it can use as outlined above.  2. I don't see an implementation of a writable thread safe jndi Context, as dain pointed out you would need.  3. The zip file consists almost entirely of irrelevant files and the actual source files do not all appear to be in the geronimo project structure.  This makes it extremely hard to figure out what to look at.  4. Some of the code modifications (such as to ServiceConfigBuilder) appear to be test cases rather than production code.  It will be a lot easier to evaluate your work if you keep test cases and production code clearly separated as is done in typical maven projects.  5. I think you will need to redo the openejb work after dain's reintegration of his container rewrite.  Thanks!  Let us know if you have any questions about this.","Positive"
"The inline patch came out garbled. Same patch attached.","Neutral"
" (In this particular case  Hoss clearly intended to use the no-no word as an intensifier  and not to stir shit.)","Negative"
"I'm starting to think of ""DLL Hell.""","Negative"
"Of course I totally agree with Yonik.  I don't care that much what the default include is (upper  lower  ...) as long as it doesn't double-count. Double-counting is bad -- it can lead to a bad user experience. There's something about ""lower"" that I feel makes it slightly better than ""upper"" but I can't really explain the rationale. I don't think there's any point in compliance with legacy if nobody depended on the behavior (they couldn't specify the behavior before either).  Just because its easy to set the include  doesn't mean the default is arbitrary.  Any way  if the default remains to double-count  I'm going to insist that my readers for the second edition of my book change this value.","Neutral"
"Kathey  I think you should just go ahead and port the fix to 10.1.  Merge command:  svn merge -r 289538:289539 https://svn.apache.org/repos/asf/db/derby/code/trunk  I have started working on a general check-that-resources-are-freed test for DERBY-23, DERBY-210 and DERBY-557, but while doing that I ran into another resource leak (DERBY-594) that I wanted to resolve first.","Neutral"
"+1 for the patch  pending successful Jenkins run for the latest version.  The changes look good.  I verified on both Mac and Windows.  Thanks for addressing this  Andrey!  I'll commit this after Jenkins responds with +1 for the latest version.","Positive"
"Re font size: sounds reasonable. Thanks.","Positive"
"I don't have very much experience on branch-1  would you like to take a shot at the port?","Negative"
"Yes I'm building MINA myself from trunk. Just to be sure  when I checkout the code from <http://svn.apache.org/repos/asf/mina/trunk> I'll get always the latest code!?  I'll see if I can some up with a little application (it may take a few days due to a lot of work I've to finish).  -Roger","Neutral"
"Thanks a lot Willem :-)","Positive"
"Thanks Martijn!","Positive"
"i suck.","Negative"
"Hell  UnaryFunction might even be faster than all of these calls in a row. ","Negative"
"I suspect it has nothing to do with the file system connector or Infinispan connectors  and is simply a (stupid) mistake in the federated join processor.","Negative"
"Sorry  I see that you say the same  Mike :)","Negative"
"If that would be the case  this would be bad design.","Negative"
"Ok. Stupid user Error here.","Negative"
"Duplicate of CAMEL-6918","Neutral"
"This seems good to me. +1 to apply it","Positive"
"Completely missed issue 614..","Negative"
"Alexei  the patch has been applied as expected. You can close the issue  thanks.","Positive"
"HBASE-10079 now looks like a race in the tablename caching. Not related to the locking here.","Neutral"
"The patch looks good to me. Some minors:  1. javadoc for two getINode() in SnapshotDiffList.java  2. We have DirectoryDiff, ChildrenDiff, Diff, SnapshotDiff, this is a little bit hard to follow. How about some renaming like SnapshotDiffForDirectory, SnapshotDiffForFile?  3. SnapshotDiff#combinePosterior(final D posterior, final BlocksMapUpdateInfo collectedBlocks) can be renamed to deletePosterior, or combineAndDeletePosterior, so as to distinguish with Diff#combinePosterior? ","Positive"
"path of proposed change","Neutral"
"I misread.","Negative"
"+1 great job pat.","Positive"
"Patch is attached","Neutral"
"Thanks for the review jimmy.  committed to trunk.","Positive"
"I should have been very careful before doing this.","Negative"
"Hi Fuhwei   I was a bit worried by the big override method in your patch, so I have taken a good long look at this, but as its an area of the code I'm not very familiar with I can't necessarily jump in with an expert comment.  My current analysis of this is that EMF forces an assumption in the two lines of XSDEcoreBuilder's createFeature method  XSDTypeDefinition elementTypeDefinition = getEffectiveTypeDefinition(xsdComponent, xsdElementDeclaration); EClassifier eClassifier = getEClassifier(elementTypeDefinition);  that the type of an element is contained in the emf representation generated from the input schema.  So, if we could override getEffectiveTypeDefinition and conditionally return an XSDTypeDefinition from the metadata available within our SDO scope then we would be OK.  For the case where the type referenced in the schema was provided by an earlier XSD to SDO conversion I think we can retrieve this data, and then do whatever's necessary, if anything, to get the EClassifier based on that type definition (I haven't spent the time to dig into that as I thought now was a good time to discuss)  This wouldn't cover the case where a schema writer was assuming some types were available that hadn't been produced from an XSD,  but I don't know that that's currently a realistic use case.  If my analysis is correct we could lobby EMF to make a change so that the above two lines were incorporated into a single protected method call that didn't require the EClassifier lookup to proceed via an XSDTypeDefinition instance. Then our override would be able to return an EClassifier based on the xsdComponent and xsdElementDeclaration directly.  What do you think?  Have I missed a/the point here? ","Neutral"
"I committed this to 0.20 and above.  Thanks  Corinne!","Positive"
"Best regards   Andrew","Positive"
"Oh  signed shift!","Negative"
"Sorry  misunderstood the issue!","Negative"
"Thanks for providing this update. WIll try to take a look at this sometime this week.","Positive"
"Committed to trunk and 0.9 branch. Thanks  Arup!","Positive"
"Thanks for the reviews..","Positive"
"Release Candidate 1 of this patch.  This patch contains: + add IP Address to CrawlDatum Version 5 (as byte[4]) + a IpAddress Resolver (map runnable) tool to lookup the IP's multithreaded + add a property to define if the IpAddress Resolver should be started as a part of the crawlDb update tool to update the parseoutput folder (contains CrawlDatum Status Linked) of a segment before updating the crawlDb. + using cached IP during Generation  Please review this patch and give me any improvement suggestion, I think this is a very important issue, since it helps to do _real_ whole web crawls and not end up in a honey pot after some fetch iterations. Also if you like please vote for this issue. :-) Thanks.","Positive"
"I just committed this.  Thanks  Sanjay!","Positive"
"Release audit warning are ok. The new files don't need Apache headers.  The patch is good to go","Positive"
"Sweet  I will review and apply.","Positive"
"I just committed this to both trunk and MR-279. Thanks Jeffrey!","Positive"
"The evil NPE strik back !!","Negative"
"Sorry  here's the test that reproduces the issue.","Negative"
"[~brocknoland] Did this not patch?","Neutral"
"Sorry for the misspelling ;)","Negative"
"Great! It's been good to be able to contribute and I hope to be able to more for this awesome project when I have the spare time.","Positive"
"Committed. Thanks Ashish!","Positive"
"Re: setReaderThread I didn't know we had such a method.  It looks like it was added here: http://cvs.apache.org/viewcvs.cgi/jakarta-commons/net/src/java/org/apache/commons/net/telnet/TelnetClient.java?rev=1.9&view=markup  Other than adding documentation to FTPClient about this, it sounds like like there isn't any other action to take on this report??? ","Neutral"
"I just committed this. Thank you Scott and Priyo.","Positive"
"Awesome!","Positive"
"I sure as hell don't want to start attaching models for the sake of detaching them directly afterwards.","Negative"
"I am planning to use this framework for some new RPCs I am adding.","Negative"
"Duplicate of  CLK-121 which is already fixed  Thanks Malcolm","Positive"
"Ok. I will do that. Adrian  thanks for taking a look at this. :) ","Positive"
"Sorry for delay. This patch is including LRU cache. But changing static class into member is not done. What should I do?","Negative"
"Sorry for a mess in uploaded files  my connection got broken during first upload.","Negative"
"But I'm probably not an JMX expert... ;-)","Positive"
"Committed to branch and trunk  thanks for the review Stack.","Positive"
"I'll add resuableToken support to this patch.","Neutral"
"Commited in r823180 thx robert","Neutral"
"bq. I'm attaching a patch which adds a second query() method to SolrServer which takes the request method as the second argument.  Shouldn't that be specific to an HTTP server?","Neutral"
"Thanks Hairong!","Positive"
"Holy complicated-as-shit-algorithm  Batman!  The complexity of our implementation vs the complexity of what we're actually doing is starting to worry me here.","Negative"
"Shit  I missed a cast.","Negative"
"cool  no worries.","Positive"
"Patch  failover-slave-2b.diff committed as revision 633043.","Neutral"
"Thanks senaka for the patch.","Positive"
"Ok  I just downloaded trunk and the patch is 99% the same with mine so I'll close the issue now...One comment though and sorry for nitpicking...Shouldn't the second constructor simply be ""this(patterns  null);"" or even better ""this(patterns  ""default"");"" ? In any case I can confirm it works - it just looks a bit ugly duplicating code like that... :) ","Negative"
"Hi Ian  this looks brilliant to me! So fat +1 from me.","Positive"
"On 2008-10-20 11:43:52.354 woflexair commented: Joan,  sorry for the noise in the bugbase but it's not a bug.","Negative"
"sorry for delay","Negative"
"Committed to trunk. Thanks for the review, Alan!","Positive"
"Created recovery mechanism jira at HBASE-4652","Neutral"
"bq. accountNames => {""shalinmangar"" ""steffkes"" ""otis"" 'ErikHatcher'}  Shalin, Stefan, Otis, and Erik: I've added all of you to the solr-committers, solr-admins, and confluence-administrators groups.","Neutral"
"Committed revision 1331262.","Neutral"
"Heh  that's one hell of a bug  275 bytes exactly  eh?","Negative"
"Yes  updated the rb just now. Sorry  no perf numbers yet. Let me run some experiments for that. Thanks.","Positive"
"Hey Vikram-- sorry about that  I haven't paid much attention to this issue.","Negative"
"Committed  thanks","Positive"
"Hi  I have re-based the patch based on the latest master branch.  Please review and let me know if any changes are required.","Neutral"
"So there is another thing here  by deferring the evictions to the background thread you increase the chance that the block will be tenured then it must be collected from CMS space, thus radically increasing the GC complexity of the cache.  Originally when the LRU block cache came in, it made my collections 10x as slow until I disabled the block cache for compactions.  Unfortunately all these micro-optimizations might be falling under the GC wayside.   ","Neutral"
"Looks good!","Positive"
"Sorry  but look at mapSubtract and further down in the source you will find plenty.","Negative"
"Hey  you're right  that idea was probably not the best approach to the problem - 0.6 looks really nice  looking forward to it :)","Positive"
"Otherwise  hopefully someone else will improve this code when they've got some time.","Positive"
"+1  Jihoon, Thank you for your contribution.  Sergio, Thank you for your review.","Positive"
"Hi Anders   I agree with Knut,  this issue can be marked as fixed,   Thanks a lot for  working on this improvement.  -suresh  ","Positive"
"We'll get it fixed soon  sorry for the inconvenience. I just wanted to point you (and others who may land here) to alternative resources meanwhile :)","Negative"
"Patch applied in revision 1055819. ","Neutral"
"I don't care if everything is pretty or not  but we should at least support basic admin functionality in IE IMO (though I have not used it for years for just about anything).","Negative"
"Done at 946323 and 946322 Thanks Blas !","Positive"
"Gregory  thanks - the patch is applied as expected. ","Positive"
"HADOOP-2949: - If tarball is specified, HOD no longer validates for the pkgs directory in gridservice-hdfs or mapred sections as these are not going to be used anyway.","Negative"
"Thanks","Positive"
"In revision 1406185 I applied the patch from https://github.com/jukka/jackrabbit-oak/commit/e01558418008e41a94c44ea00494f6a939ed58a2. This fixes the problem.","Neutral"
"Thanks to Edward and Brock for the reviews.","Positive"
"Sorry.","Negative"
"+1  This is a very desired feature for me. Ship it!","Positive"
"Thanks a lot for the review  Todd.  The test failure is unrelated and is already tracked by another JIRA. I'm going to commit this momentarily.","Positive"
"Awesome - thanks so much for the submission Scott!","Positive"
"@mahadev - I would love to help test a patch :) I'm currently using 3.3.1 + ZOOKEEPER-744 + ZOOKEEPER-790  applied in that order.","Positive"
"Ie  both at are bad.","Negative"
"Well  that sucks.","Negative"
"I'm sorry for making it confusing.","Negative"
"Tim   The fix is good. Please close this JIRA. Thanks a lot.","Positive"
"All existing documentation/discussion from Moin Moin wiki now copied across to Confluence JIRA and re-formatted as appropriate.  Should now all be updating on Confluence wiki and retire Moin Moin in a couple of weeks when people have been able to check that their pages look ok on Confluence.","Neutral"
"My bad.","Negative"
"Thank you very much for your effort David.","Positive"
"Hi.  The code above is a copy of the CharsetUtil class just run within a Junit Test case.  There is no exception other than junit.framework.AssertionFailedError.  Are you able to reproduce the error?  Thanks  Richard","Positive"
"This patch adds some getting started documentation and also a new page about configuration. I've removed the individual pages for services in the absence of something to write there  but we can add back as needed. I've also commented out some broken links that won't be live until we do a release.  I think we could make this live now. Thoughts?  BTW before applying the patch run:  svn mv site/src/site/confluence/getting-started.confluence site/src/site/confluence/quick-start-guide.confluence","Neutral"
"> then we don't save IO by limiting the buffer size to 1 KB  I'm confused by this.","Negative"
"Thanks a lot for sharing that  Josh!","Positive"
"Added license headers.","Neutral"
"The patch looks good.","Positive"
"dupe CB-675. See my latest comment there regarding Cordova 2.1.0","Neutral"
"Sorry I've been MIA on this issue.","Negative"
"Wow  thanks Raghu  that's awesome and will save me a ton of time. ","Positive"
"Committed to trunk and branch-0.4. Thanks Rohini.","Positive"
"This was my bad.","Negative"
"Integrated to TRUNK.  Thanks for the patch Ramkrishna.  Thanks for the review Michael and J-D.","Positive"
"Sorry  we are no longer using Xerces.","Negative"
"Nice try :-)  I was Mr I dont believe in magic from the very beginning.","Positive"
"Thanks Thomas!","Positive"
"Sorry for that ! It's sometimes hard for us to describe a usecase that is so clear for us, but indeed not always for somebody else. Thanks for the time, and we'll try harder to explain in the future.  About the jira issue, we'll try with full url's instead. This worked in 1.5.8 and 6.0.0, so we thought it was a bug. But now we know that it's just not supported anymore.","Positive"
"So  I'm fine with your logic  but given that I don't understand it please don't get upset when I ask questions on how I have to use it.","Negative"
"Sorry again  I tried with the same revision  same language  same theme and I use also FF4 and I still don't reproduce (see screenshot-1)  It would be interesting ot have other persons tests","Negative"
"I misunderstood the case and sorry for the confusion.","Negative"
"Hi Guillaume   I did not have an answer right away, so I sent you question to Leonard Rosenthol.","Negative"
"This was a temporary connectivity issue.  You can close this bug.  Thank you.","Positive"
"Committed  thanks Jingwei.","Positive"
"bq. {{ catch (InterruptedException ignore) { Thread.currentThread().interrupt(); } }}  Resetting the interrupt status of the thread is a good idea when we can't just re-throw the InterruptedException, but IMHO we should in that case *also* throw a TikaException to indicate that the requested operation couldn't be completed normally:  {code} ... } catch (InterruptedException e) { Thread.currentThread().interrupt(); throw new TikaException(""Interrupted"", e); } ... {code}  When the {{Process.waitFor()}} call is interrupted we can't just blindly assume that the process completed normally. Explicitly throwing an exception is a better approach in such cases.","Neutral"
"Currently the user passwords are too insecure.","Negative"
"huh ... i thought i did resolve this.","Negative"
"Sorry to hack your issue Bilgin  my intention is to keep readable traces (in ML you can't read easily stack)","Negative"
"Best regards  Andrew","Positive"
"Updating patch synch'ed with trunk.","Neutral"
"Looks excellent.  Really sweet.  + Where does the jar come from and whats its license? + The REST API  looks good.  Very RESTy.  There might be little nitpicks later but for it looks great.  How different is it from current REST.  Should the two be the same?  If not, how to deprecate the old? + The annotations look interesting.  Could their serializations be used in other contexts, the shell say?  Or -- warning -> crazy-thought coming -- somehow producing thrift IDL? + In hadoop/hbase, line lengths are < 80 chars (Your new classes are missing apache license, classes are missing comments describing what class is about, etc). + Is there anything we could do refactoring HTable say, so your modeling was easier?  Looks like lots of code in your Cell and Database controllers.   Should our client be taking on this model? + Can you add a note on how you've changed how REST works, high-level?  Thats all for now.","Positive"
"Someone  but I'm not sure who  owes me a public apology here.  /Larry  ","Negative"
"'count' is protected by 'lock'  also extract() and removeAt()   and before invoking extract() and removeAt()  there has check to make sure 'count' not zero. So I can't see any chance that 'count' could be invalidate in extrac() and removeAt().","Neutral"
"zoo_multi and zoo_amulti crash for the same reason.  Made some local fixes here.","Neutral"
"I rather we don't work on older versions.  If this is still an issue in 2.3.1  please submit a new patch for 2.3.1.  Thanks.","Positive"
"Thanks Uwe!","Positive"
"Could you make sure that the following path exists on your machine:  C:\Program Files\Apache\Tomcat 6.0\webapps\ode\WEB-INF/jpadb  It sometimes happen that Tomcat, for some reason, fails to open the WAR which results in an incomplete deployment.","Neutral"
"Looks fine to me.  Oleg","Positive"
"I have committed this.  Thanks  Junping!","Positive"
"Truth is that  the sheer size of CFStore (over 2K line) annoys me. I think this prove CFStore has too much things in it and we messed up at encapsulation. So I tried to make DataTracker be about dealing with the memtables and sstables as much as possible. And being able to have View not leak from DataTracker sound like a proof that we do have some encapsulation there. I'm not claiming it's perfect  but I really don't think that CFStore is our most beautiful class in there and I do believe that DataTracker improves this a bit.  But there is a good part of subjectivity in all this anyway. And if people really don't like the move of the bits of querying in there, fine, I'd move them back in CFStore and leak the View from DataTracker. I would however be more reluctant to remove DataTracker altogether and put the AtomicReference in CFStore. Because this would move all the CAS related logic in CFStore and seriously there is already too much stuff in CFStore. My humble opinion though. ","Neutral"
"https://cwiki.apache.org/confluence/display/OFBADMIN/OFBiz+Contributors+Best+Practices#OFBizContributorsBestPractices-HowtoSendinYourContributions%28orhowtocreateandapplypatches%29","Neutral"
"Damn it  sry lost the orientation.","Negative"
"Looks like this is fixed :)","Positive"
"Thanks for the explanation +1 for the patch.","Positive"
"Closing issues which have been released. ","Neutral"
"Looks good.  bq. I didn't add Version to StopFilter nor StopAnalyzer; I think it's better to up-front require the ""enablePositionIncrements"" to their ctors.  I would add it to StopAnalyzer, StopFilter is not so important (because low-level). But that's my opinion.","Positive"
"Previous patch was wrong. Here a new one.","Neutral"
"I think this is pretty close to being ready.","Positive"
"Pull it back in if you think different.","Negative"
"Closing all resolved tickets from 2010 or older","Neutral"
"And debugging is hell  because the test environment needs to have the exact same loader setup.","Negative"
"I committed this change.  Thanks for reporting the issue Kazuki:  {code} Index: src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java =================================================================== --- src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java        (revision 1074909) +++ src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java        (working copy) @@ -300,7 +300,6 @@ // initialize zookeeper and master address manager this.zooKeeper = getZooKeeperWatcher(); masterAddressTracker = new MasterAddressTracker(this.zooKeeper, this); -      zooKeeper.registerListener(masterAddressTracker); masterAddressTracker.start();  this.rootRegionTracker = new RootRegionTracker(this.zooKeeper, this); {code}","Neutral"
"First draft.  This just does the mapping in the constructor to the comparator.  We could do setNextReader  but I can't imagine it will really make much difference given the small number of items that we typically would expect to be elevated.","Neutral"
"+1. Patch looks good. I want to wait until FALCON-85 is committed to commit this else I'll have to regenerate the merge patch. Sorry about that.","Positive"
"It's only committed to the trunk at present (you can check this by selecting the ""All"" tab in the ""Activity"" section).  @Willem: Anything other to do here? I'm asking because the issue is still in the status open. Any reason not to back port this feature also to our 2.10.x and 2.9.x feature branch?","Neutral"
"I would love it in 3.3.2  will upload a patch for that version.","Positive"
"Changing resolution to WFM","Neutral"
"Doing it at the hackathon you'd have a few fellas at your shoulder to give you pointers should you get stuck.","Negative"
"It's kind of annoying to have to use 4GB of temporary space  Nope, it only writes the compressed file to disk; {{gzip -1}} compresses 4GB of zeros to 18 MiB.","Negative"
"[INFO] Repository Target 'org.apache.tez' is created. [INFO] Staging Profile 'org.apache.tez' is created. [INFO] Privileges (CRU) 'org.apache.tez - Public Repositories' are created. [INFO] Privileges (CRUD) 'org.apache.tez - Snapshots' are created. [INFO] Role 'org.apache.tez Deployment Role' is created. [INFO] Role 'tez' is added to user 'acmurthy'. [INFO] Role 'tez' is added to user 'billgraham'. [INFO] Role 'tez' is added to user 'bikas'. [INFO] Role 'tez' is added to user 'bobby'. [INFO] Role 'tez' is added to user 'cdouglas'. [INFO] Role 'tez' is added to user 'daryn'. [INFO] Role 'tez' is added to user 'ddas'. [INFO] Role 'tez' is added to user 'gates'. [INFO] Role 'tez' is added to user 'gopalv'. [INFO] Role 'tez' is added to user 'gunther'. [INFO] Role 'tez' is added to user 'hitesh'. [INFO] Role 'tez' is added to user 'hashutosh'. [INFO] Role 'tez' is added to user 'jghoman'. [INFO] Role 'tez' is added to user 'jitendra'. [INFO] Role 'tez' is added to user 'jlowe'. [INFO] Role 'tez' is added to user 'julien'. [INFO] Role 'tez' is added to user 'kevinwilfong'. [INFO] Role 'tez' is added to user 'mattmann'. [INFO] Role 'tez' is added to user 'mliddell'. [INFO] Role 'tez' is added to user 'namit'. [INFO] Role 'tez' is added to user 'nroberts'. [INFO] Role 'tez' is added to user 'omalley'. [INFO] Role 'tez' is added to user 'sseth'. [INFO] Role 'tez' is added to user 'tgraves'. [INFO] Role 'tez' is added to user 'tomwhite'. [INFO] Role 'tez' is added to user 'vikram'. [INFO] Role 'tez' is added to user 'vinodkv'. -- Nexus repository was prepared successfully. --  Configuration has been prepared, now you can: * Deploy snapshot artifacts into repository https://repository.apache.org/content/repositories/snapshots * Deploy release artifacts into the staging repository https://repository.apache.org/service/local/staging/deploy/maven2 * Promote staged artifacts into repository 'Releases' * Download snapshot and release artifacts from group https://repository.apache.org/content/groups/public * Download snapshot, release and staged artifacts from staging group https://repository.apache.org/content/groups/staging ","Neutral"
"Just back from vacation. Have updated the code with required changes. It should be good to go now. Pradeep can you or any other committer review it ?  ","Neutral"
"Patch is not well formed  cancel patch.  Sorry about this.","Negative"
"This looks good to me. +1 pending beta-8.","Positive"
"Thanks Alejandro .","Positive"
"Oh  thank you lohit. Then should we close this issue?","Positive"
"I'm confused.","Negative"
"Many thanks  Neeme.","Positive"
"+1 The patch looks good to me.","Positive"
"Thanks for the patch Erik (and Jon)","Positive"
"Whoops  sorry.","Negative"
"Anton and Spark  updated patch applied at revision r447348  thanks a lot for this enhancement  please verify that the problem is fully fixed as you expected. ","Neutral"
"Code looks good to me  patch's been committed  thanks!  Awesome to now be able both the 0.8 and 0.9 messaging API through the same interface, this is going to save us a lot of headaches :)","Positive"
"Hell or high water.","Negative"
"+1  patch looks good. ","Positive"
"patch that replaces the numeric constant value with the symbolic name of the enumerated constant","Neutral"
"Sorry  I dont understand  are you saying that this will not be fixed for minOccurs=0?  And the workaround is to set minOccurs=1?  Thanks  Chris","Positive"
"I've upped the httpd timeout from 5 mins to 30. I didn't see any OutOfMemoryErrors in the logs so hopefully this will fix it. Please give it another try.","Neutral"
"Thanks Jacques :)","Positive"
"Incorporating Konstantin's comment  Thanks, Mayank","Positive"
"Committed trunk and 0.92 branch.  Thanks for the patch N.","Positive"
"RMAppAttemptImpl.recoverAppAttemptTokens()  Looks like all changes in RMAppImpl are unnecessary.","Negative"
"Created an attachment (id=13383) Patch to apsupport.m4 to support AMD64 ","Neutral"
"Committed to trunk. Thanks  Harish!","Positive"
"Yes  that's it.  Since it fixes the problem, I'll commit the fix.","Neutral"
"I just committed this to trunk. Thank you Uma.  The patch does not apply to 0.23 branch any more. I recommend it for back porting.","Positive"
"I'm not sure what the problem is  but the behavior (at least in 0.1.4) is that the _isClosed AtomicBoolean is not being set to closed in a timely manner.","Negative"
"Reopening this to keep track of progress in WTP's Bug 200715.","Neutral"
"Created an attachment (id=7421) patch to o.a.c.l.SystemUtils.java. Modified declaration order. ","Neutral"
"@Oleg  please accept that my ""logical"" is different from your ""logical"".","Negative"
"+1 patch looks good.","Positive"
"Just to clarify... you made the DTPE handle exceptions the same way as CassandraDaemon by updating it to use NBHS instead of CSLS...  Did you just tell me to go fuck myself?","Negative"
"I don't understand why we need these methods  since they are inherited from InetAddress  so we are compliant with the spec. ","Neutral"
"Hi  which version do I need to apply the patch on?  ","Neutral"
"This looks good to me.","Positive"
"Didn't got the time to try it yet.","Negative"
"Created an attachment (id=12011) LazyDynaClass Test Case ","Neutral"
"You would need to implement session resume; thats a whole new can of worms.","Negative"
"* Replaced TreeMap with an Array of final 'Segment' objects ** (now very slightly faster than trunk) * Rebased for trunk * Removed the patch renaming SSTableReaderTest to SegmentedFileTest  I didn't remove the builder pattern, because the alternative seems pretty ugly (copying the segments array for every append).","Negative"
